"Alue,""Tulotyyppi"",""2017"""
"091 506 Jakomaen peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",735346"
"091 506 Jakomaen peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",25287"
"091 506 Jakomaen peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",13022"
"091 414 Jakomaki,""Asuntokunnat"",2908"
"091 414 Jakomaki,""Henkilot"",5647"
"091 414 Jakomaki,""Valtionveronalaiset tulot yhteensa 100 e"",1003140"
"091 414 Jakomaki,""Valtionveronalaiset tulot e / asuntokunta"",34496"
"091 414 Jakomaki,""Valtionveronalaiset tulot e / henkilo"",17764"
"091 414 Jakomaki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",986830"
"091 414 Jakomaki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",33935"
"091 414 Jakomaki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",17475"
"091 414 Jakomaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",735346"
"091 414 Jakomaki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",25287"
"091 414 Jakomaki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",13022"
"091 601 Kulosaaren peruspiiri,""Asuntokunnat"",1930"
"091 601 Kulosaaren peruspiiri,""Henkilot"",3938"
"091 601 Kulosaaren peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",1886842"
"091 601 Kulosaaren peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",97764"
"091 601 Kulosaaren peruspiiri,""Valtionveronalaiset tulot e / henkilo"",47914"
"091 601 Kulosaaren peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1449004"
"091 601 Kulosaaren peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",75078"
"091 601 Kulosaaren peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",36795"
"091 601 Kulosaaren peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1260358"
"091 601 Kulosaaren peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",65304"
"091 601 Kulosaaren peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",32005"
"091 190 Mustikkamaa-Korkeasaari,""Asuntokunnat"",.."
"091 190 Mustikkamaa-Korkeasaari,""Henkilot"",.."
"091 190 Mustikkamaa-Korkeasaari,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 190 Mustikkamaa-Korkeasaari,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 190 Mustikkamaa-Korkeasaari,""Valtionveronalaiset tulot e / henkilo"",.."
"091 190 Mustikkamaa-Korkeasaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 190 Mustikkamaa-Korkeasaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 190 Mustikkamaa-Korkeasaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 190 Mustikkamaa-Korkeasaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 190 Mustikkamaa-Korkeasaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 190 Mustikkamaa-Korkeasaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 420 Kulosaari,""Asuntokunnat"",1922"
"091 420 Kulosaari,""Henkilot"",3923"
"091 420 Kulosaari,""Valtionveronalaiset tulot yhteensa 100 e"",1882177"
"091 420 Kulosaari,""Valtionveronalaiset tulot e / asuntokunta"",97928"
"091 420 Kulosaari,""Valtionveronalaiset tulot e / henkilo"",47978"
"091 420 Kulosaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1444355"
"091 420 Kulosaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",75149"
"091 420 Kulosaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",36818"
"091 420 Kulosaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1256484"
"091 420 Kulosaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",65374"
"091 420 Kulosaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",32029"
"091 602 Herttoniemen peruspiiri,""Asuntokunnat"",15433"
"091 602 Herttoniemen peruspiiri,""Henkilot"",28209"
"091 602 Herttoniemen peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",8112480"
"091 602 Herttoniemen peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",52566"
"091 602 Herttoniemen peruspiiri,""Valtionveronalaiset tulot e / henkilo"",28758"
"091 602 Herttoniemen peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",7383161"
"091 602 Herttoniemen peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",47840"
"091 602 Herttoniemen peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",26173"
"091 602 Herttoniemen peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",6031439"
"091 602 Herttoniemen peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",39081"
"091 602 Herttoniemen peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",21381"
"091 431 Lansi-Herttoniemi,""Asuntokunnat"",5028"
"091 431 Lansi-Herttoniemi,""Henkilot"",8535"
"091 431 Lansi-Herttoniemi,""Valtionveronalaiset tulot yhteensa 100 e"",2233488"
"091 431 Lansi-Herttoniemi,""Valtionveronalaiset tulot e / asuntokunta"",44421"
"091 431 Lansi-Herttoniemi,""Valtionveronalaiset tulot e / henkilo"",26169"
"091 431 Lansi-Herttoniemi,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2142280"
"091 431 Lansi-Herttoniemi,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",42607"
"091 431 Lansi-Herttoniemi,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",25100"
"091 431 Lansi-Herttoniemi,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1718678"
"091 431 Lansi-Herttoniemi,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",34182"
"091 431 Lansi-Herttoniemi,""Kunnallisverotuksessa verotettava tulo e / henkilo"",20137"
"091 432 Roihuvuori,""Asuntokunnat"",4357"
"091 432 Roihuvuori,""Henkilot"",7612"
"091 432 Roihuvuori,""Valtionveronalaiset tulot yhteensa 100 e"",1713740"
"091 432 Roihuvuori,""Valtionveronalaiset tulot e / asuntokunta"",39333"
"091 432 Roihuvuori,""Valtionveronalaiset tulot e / henkilo"",22514"
"091 432 Roihuvuori,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1669433"
"091 432 Roihuvuori,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",38316"
"091 432 Roihuvuori,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",21932"
"091 432 Roihuvuori,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1313264"
"091 432 Roihuvuori,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",30141"
"091 432 Roihuvuori,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17253"
"091 433 Herttoniemen yritysalue,""Asuntokunnat"",418"
"091 433 Herttoniemen yritysalue,""Henkilot"",709"
"091 433 Herttoniemen yritysalue,""Valtionveronalaiset tulot yhteensa 100 e"",213707"
"091 433 Herttoniemen yritysalue,""Valtionveronalaiset tulot e / asuntokunta"",51126"
"091 433 Herttoniemen yritysalue,""Valtionveronalaiset tulot e / henkilo"",30142"
"091 433 Herttoniemen yritysalue,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",209361"
"091 433 Herttoniemen yritysalue,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",50086"
"091 433 Herttoniemen yritysalue,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",29529"
"091 433 Herttoniemen yritysalue,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",169715"
"091 433 Herttoniemen yritysalue,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",40602"
"091 433 Herttoniemen yritysalue,""Kunnallisverotuksessa verotettava tulo e / henkilo"",23937"
"091 434 Herttoniemenranta,""Asuntokunnat"",4720"
"091 434 Herttoniemenranta,""Henkilot"",9151"
"091 434 Herttoniemenranta,""Valtionveronalaiset tulot yhteensa 100 e"",2572003"
"091 434 Herttoniemenranta,""Valtionveronalaiset tulot e / asuntokunta"",54492"
"091 434 Herttoniemenranta,""Valtionveronalaiset tulot e / henkilo"",28106"
"091 434 Herttoniemenranta,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2442112"
"091 434 Herttoniemenranta,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",51740"
"091 434 Herttoniemenranta,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",26687"
"091 434 Herttoniemenranta,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2012761"
"091 434 Herttoniemenranta,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",42643"
"091 434 Herttoniemenranta,""Kunnallisverotuksessa verotettava tulo e / henkilo"",21995"
"091 440 Tammisalo,""Asuntokunnat"",910"
"091 440 Tammisalo,""Henkilot"",2202"
"091 440 Tammisalo,""Valtionveronalaiset tulot yhteensa 100 e"",1379542"
"091 440 Tammisalo,""Valtionveronalaiset tulot e / asuntokunta"",151598"
"091 440 Tammisalo,""Valtionveronalaiset tulot e / henkilo"",62650"
"091 440 Tammisalo,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",919976"
"091 440 Tammisalo,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",101096"
"091 440 Tammisalo,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",41779"
"091 440 Tammisalo,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",817021"
"091 440 Tammisalo,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",89783"
"091 440 Tammisalo,""Kunnallisverotuksessa verotettava tulo e / henkilo"",37104"
"091 603 Laajasalon peruspiiri,""Asuntokunnat"",9158"
"091 603 Laajasalon peruspiiri,""Henkilot"",18789"
"091 603 Laajasalon peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",6069642"
"091 603 Laajasalon peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",66277"
"091 603 Laajasalon peruspiiri,""Valtionveronalaiset tulot e / henkilo"",32304"
"091 603 Laajasalon peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",5373321"
"091 603 Laajasalon peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",58674"
"091 603 Laajasalon peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",28598"
"091 603 Laajasalon peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",4512974"
"091 603 Laajasalon peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",49279"
"091 603 Laajasalon peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",24019"
"091 480 Vartiosaari,""Asuntokunnat"",.."
"091 480 Vartiosaari,""Henkilot"",.."
"091 480 Vartiosaari,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 480 Vartiosaari,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 480 Vartiosaari,""Valtionveronalaiset tulot e / henkilo"",.."
"091 480 Vartiosaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 480 Vartiosaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 480 Vartiosaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 480 Vartiosaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 480 Vartiosaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 480 Vartiosaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 491 Yliskyla,""Asuntokunnat"",6544"
"091 491 Yliskyla,""Henkilot"",12451"
"091 491 Yliskyla,""Valtionveronalaiset tulot yhteensa 100 e"",3565783"
"091 491 Yliskyla,""Valtionveronalaiset tulot e / asuntokunta"",54489"
"091 491 Yliskyla,""Valtionveronalaiset tulot e / henkilo"",28639"
"091 491 Yliskyla,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",3324223"
"091 491 Yliskyla,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",50798"
"091 491 Yliskyla,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",26698"
"091 491 Yliskyla,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2762885"
"091 491 Yliskyla,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",42220"
"091 491 Yliskyla,""Kunnallisverotuksessa verotettava tulo e / henkilo"",22190"
"091 492 Jollas,""Asuntokunnat"",1174"
"091 492 Jollas,""Henkilot"",3094"
"091 492 Jollas,""Valtionveronalaiset tulot yhteensa 100 e"",1473098"
"091 492 Jollas,""Valtionveronalaiset tulot e / asuntokunta"",125477"
"091 492 Jollas,""Valtionveronalaiset tulot e / henkilo"",47611"
"091 492 Jollas,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1089605"
"091 492 Jollas,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",92811"
"091 492 Jollas,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",35217"
"091 492 Jollas,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",948143"
"091 492 Jollas,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",80762"
"091 492 Jollas,""Kunnallisverotuksessa verotettava tulo e / henkilo"",30645"
"091 493 Tullisaari,""Asuntokunnat"",427"
"091 493 Tullisaari,""Henkilot"",788"
"091 493 Tullisaari,""Valtionveronalaiset tulot yhteensa 100 e"",225559"
"091 493 Tullisaari,""Valtionveronalaiset tulot e / asuntokunta"",52824"
"091 493 Tullisaari,""Valtionveronalaiset tulot e / henkilo"",28624"
"091 493 Tullisaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",219879"
"091 493 Tullisaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",51494"
"091 493 Tullisaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",27903"
"091 493 Tullisaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",179050"
"091 493 Tullisaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",41932"
"091 493 Tullisaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",22722"
"091 494 Kruunuvuorenranta,""Asuntokunnat"",143"
"091 494 Kruunuvuorenranta,""Henkilot"",397"
"091 494 Kruunuvuorenranta,""Valtionveronalaiset tulot yhteensa 100 e"",176487"
"091 494 Kruunuvuorenranta,""Valtionveronalaiset tulot e / asuntokunta"",123417"
"091 494 Kruunuvuorenranta,""Valtionveronalaiset tulot e / henkilo"",44455"
"091 494 Kruunuvuorenranta,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",148805"
"091 494 Kruunuvuorenranta,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",104059"
"091 494 Kruunuvuorenranta,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",37482"
"091 494 Kruunuvuorenranta,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",129714"
"091 494 Kruunuvuorenranta,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",90709"
"091 494 Kruunuvuorenranta,""Kunnallisverotuksessa verotettava tulo e / henkilo"",32674"
"091 495 Hevossalmi,""Asuntokunnat"",709"
"091 495 Hevossalmi,""Henkilot"",1662"
"091 495 Hevossalmi,""Valtionveronalaiset tulot yhteensa 100 e"",520679"
"091 495 Hevossalmi,""Valtionveronalaiset tulot e / asuntokunta"",73438"
"091 495 Hevossalmi,""Valtionveronalaiset tulot e / henkilo"",31328"
"091 495 Hevossalmi,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",485604"
"091 495 Hevossalmi,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",68491"
"091 495 Hevossalmi,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",29218"
"091 495 Hevossalmi,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",407474"
"091 495 Hevossalmi,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",57472"
"091 495 Hevossalmi,""Kunnallisverotuksessa verotettava tulo e / henkilo"",24517"
"091 500 Villinki,""Asuntokunnat"",.."
"091 500 Villinki,""Henkilot"",.."
"091 500 Villinki,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 500 Villinki,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 500 Villinki,""Valtionveronalaiset tulot e / henkilo"",.."
"091 500 Villinki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 500 Villinki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 500 Villinki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 500 Villinki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 500 Villinki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 500 Villinki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 510 Santahamina,""Asuntokunnat"",153"
"091 510 Santahamina,""Henkilot"",380"
"091 510 Santahamina,""Valtionveronalaiset tulot yhteensa 100 e"",103652"
"091 510 Santahamina,""Valtionveronalaiset tulot e / asuntokunta"",67747"
"091 510 Santahamina,""Valtionveronalaiset tulot e / henkilo"",27277"
"091 510 Santahamina,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",100918"
"091 510 Santahamina,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",65960"
"091 510 Santahamina,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",26557"
"091 510 Santahamina,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",82173"
"091 510 Santahamina,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",53708"
"091 510 Santahamina,""Kunnallisverotuksessa verotettava tulo e / henkilo"",21624"
"091 532 Itasaaret,""Asuntokunnat"",.."
"091 532 Itasaaret,""Henkilot"",.."
"091 532 Itasaaret,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 532 Itasaaret,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 532 Itasaaret,""Valtionveronalaiset tulot e / henkilo"",.."
"091 532 Itasaaret,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 532 Itasaaret,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 532 Itasaaret,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 532 Itasaaret,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 532 Itasaaret,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 532 Itasaaret,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 701 Vartiokylan peruspiiri,""Asuntokunnat"",11280"
"091 701 Vartiokylan peruspiiri,""Henkilot"",22137"
"091 701 Vartiokylan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",5921134"
"091 701 Vartiokylan peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",52492"
"091 701 Vartiokylan peruspiiri,""Valtionveronalaiset tulot e / henkilo"",26748"
"091 701 Vartiokylan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",5483338"
"091 701 Vartiokylan peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",48611"
"091 701 Vartiokylan peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",24770"
"091 701 Vartiokylan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",4486416"
"091 701 Vartiokylan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",39773"
"091 701 Vartiokylan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",20267"
"091 451 Vartioharju,""Asuntokunnat"",2693"
"091 451 Vartioharju,""Henkilot"",6074"
"091 451 Vartioharju,""Valtionveronalaiset tulot yhteensa 100 e"",1948460"
"091 451 Vartioharju,""Valtionveronalaiset tulot e / asuntokunta"",72353"
"091 451 Vartioharju,""Valtionveronalaiset tulot e / henkilo"",32079"
"091 451 Vartioharju,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1810229"
"091 451 Vartioharju,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",67220"
"091 451 Vartioharju,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",29803"
"091 451 Vartioharju,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1529349"
"091 451 Vartioharju,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",56790"
"091 451 Vartioharju,""Kunnallisverotuksessa verotettava tulo e / henkilo"",25179"
"091 452 Puotila,""Asuntokunnat"",2853"
"091 452 Puotila,""Henkilot"",4982"
"091 452 Puotila,""Valtionveronalaiset tulot yhteensa 100 e"",1140910"
"091 452 Puotila,""Valtionveronalaiset tulot e / asuntokunta"",39990"
"091 452 Puotila,""Valtionveronalaiset tulot e / henkilo"",22901"
"091 452 Puotila,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1105020"
"091 452 Puotila,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",38732"
"091 452 Puotila,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22180"
"091 452 Puotila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",880310"
"091 452 Puotila,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",30856"
"091 452 Puotila,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17670"
"091 453 Puotinharju,""Asuntokunnat"",2427"
"091 453 Puotinharju,""Henkilot"",4291"
"091 453 Puotinharju,""Valtionveronalaiset tulot yhteensa 100 e"",923717"
"091 453 Puotinharju,""Valtionveronalaiset tulot e / asuntokunta"",38060"
"091 453 Puotinharju,""Valtionveronalaiset tulot e / henkilo"",21527"
"091 453 Puotinharju,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",891034"
"091 453 Puotinharju,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",36713"
"091 453 Puotinharju,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",20765"
"091 453 Puotinharju,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",695424"
"091 453 Puotinharju,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",28654"
"091 453 Puotinharju,""Kunnallisverotuksessa verotettava tulo e / henkilo"",16207"
"091 455 Marjaniemi,""Asuntokunnat"",770"
"091 455 Marjaniemi,""Henkilot"",1960"
"091 455 Marjaniemi,""Valtionveronalaiset tulot yhteensa 100 e"",996578"
"091 455 Marjaniemi,""Valtionveronalaiset tulot e / asuntokunta"",129426"
"091 455 Marjaniemi,""Valtionveronalaiset tulot e / henkilo"",50846"
"091 455 Marjaniemi,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",788987"
"091 455 Marjaniemi,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",102466"
"091 455 Marjaniemi,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",40254"
"091 455 Marjaniemi,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",697509"
"091 455 Marjaniemi,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",90586"
"091 455 Marjaniemi,""Kunnallisverotuksessa verotettava tulo e / henkilo"",35587"
"091 456 Roihupelto,""Asuntokunnat"",.."
"091 456 Roihupelto,""Henkilot"",.."
"091 456 Roihupelto,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 456 Roihupelto,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 456 Roihupelto,""Valtionveronalaiset tulot e / henkilo"",.."
"091 456 Roihupelto,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 456 Roihupelto,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 456 Roihupelto,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 456 Roihupelto,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 456 Roihupelto,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 456 Roihupelto,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 457 Itakeskus,""Asuntokunnat"",2527"
"091 457 Itakeskus,""Henkilot"",4817"
"091 457 Itakeskus,""Valtionveronalaiset tulot yhteensa 100 e"",909888"
"091 457 Itakeskus,""Valtionveronalaiset tulot e / asuntokunta"",36007"
